"denuncia_numero","hecho_fecha_hora","hecho_provincia","hecho_municipio","hecho_localidad","hecho_discriminacion","hecho_irregularidades","hecho_lugar","hecho_cometido_por","hecho_tipo_violencia","hecho_accion_realizada","denuncia_estado","denuncia_fecha_cambio_estado","denuncia_via_ingreso","denuncia_fecha_hora_carga","hecho_provincia_indec_id"
122,"2011-06-12 02:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico - Racial","","En el acceso local","Controladores","","","Derivado","2011-06-14 09:51:30.707","Call Center","2011-06-13 13:42:48.160","02"
123,"2011-06-12 03:30:00","Buenos Aires","La Matanza","G. de Laferrere","Por orientacion sexual","","En el interior del local","Controladores","Agresión verbal","","Desestimado","2011-06-16 10:43:06.787","Call Center","2011-06-15 15:06:28.573","06"
124,"2011-06-11 04:00:00","Buenos Aires","La Matanza","G. de Laferrere","Por orientacion sexual","","En el interior del local - En el acceso local","Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa","Agresión verbal","","Derivado","2011-06-16 10:41:30.740","Página web de RENCAP ","2011-06-15 18:23:07.487","06"
125,"2011-06-16 11:00:00","Buenos Aires","Quilmes","San F. Solano","","","En el interior del local","Controladores","Agresión verbal - Agresión física","","Derivado","2011-06-17 13:43:37.707","Call Center","2011-06-17 13:31:00.267","06"
126,"2011-06-19 01:30:00","Santa Fé","Santa Fe","Santa Fe","Por indumentaria","","En el acceso local","Policias","","","Derivado","2011-06-21 13:11:59.330","Call Center","2011-06-19 01:54:58.453","82"
127,"2011-06-17 04:20:00","San Juan","San Juan","SAN JUAN","Por aspecto físico","","En el interior del local","Personas vinculadas a la empresa","Agresión verbal - Agresión física","Se hizo denuncia policial","Derivado","2011-06-21 13:13:04.757","Call Center","2011-06-21 01:26:53.873","70"
128,"2011-06-19 04:00:00","Ciudad Autónoma de Buenos Aires","Barrio Belgrano","","","El personal de control no esta identificado","En el interior del local - En el acceso local","Controladores - Personas vinculadas a la empresa","Agresión verbal","","Derivado","2011-06-22 10:17:37.067","Call Center","2011-06-21 16:05:28.040","02"
129,"2011-06-17 00:30:00","Buenos Aires","Quilmes","San F. Solano","Por aspecto físico - Por orientacion sexual - Por indumentaria","","En el interior del local","Controladores - Personal de empresas de seguridad","Agresión verbal - Agresión física","Se hizo denuncia policial","Derivado","2011-06-24 13:25:31.787","Página web de RENCAP ","2011-06-23 19:36:39.460","06"
130,"2011-06-17 00:30:00","Buenos Aires","Quilmes","San F. Solano","Por aspecto físico - Por orientacion sexual","","En el interior del local - En el acceso local","Controladores - Personas vinculadas a la empresa","Agresión verbal - Agresión física","Se hizo denuncia policial","Derivado","2011-06-24 13:26:17.837","Página web de RENCAP ","2011-06-23 19:39:50.543","06"
131,"2011-06-26 06:00:00","Buenos Aires","La Plata","La Plata","Por aspecto físico","El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia","En el interior del local - En las proximidades del local","Controladores","Agresión física","","Derivado","2011-06-27 12:45:52.443","Call Center","2011-06-26 08:29:04.240","06"
132,"2011-06-26 02:00:00","Ciudad Autónoma de Buenos Aires","Barrio Villa Devoto","","Por aspecto físico","","En el acceso local","Controladores","Agresión verbal","","Derivado","2011-06-27 12:32:01.907","Call Center","2011-06-26 18:16:26.650","02"
133,"2011-06-26 01:00:00","Buenos Aires","General San Martín","Gral. San Martín","Por aspecto físico","","En el acceso local","Controladores","","","Derivado","2011-06-29 13:07:24.723","Call Center","2011-06-27 18:02:28.920","06"
134,"2011-06-26 02:00:00","Buenos Aires","La Plata","La Plata","Por aspecto físico","","En el acceso local","Controladores - Personas vinculadas a la empresa","","","Derivado","2011-06-28 13:32:34.237","Call Center","2011-06-28 13:18:21.547","06"
135,"2011-07-01 11:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","En el acceso local","Controladores","Agresión verbal","","Derivado","2011-07-07 10:32:46.397","Call Center","2011-07-02 13:17:43.873","02"
136,"2011-01-07 23:30:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado","En el acceso local","Controladores - Personas vinculadas a la empresa","Agresión verbal","","Derivado","2011-07-07 10:34:34.770","Página web de RENCAP ","2011-07-02 16:39:17.210","02"
137,"2011-01-07 23:30:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","","El personal de control no esta identificado","","","Agresión verbal","","Derivado","2011-07-07 10:36:05.140","Página web de RENCAP ","2011-07-02 16:50:03.747","02"
138,"2011-06-17 03:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","","","En las proximidades del local","Controladores","Agresión verbal - Agresión física","","Derivado","2011-07-07 10:30:32.143","Call Center","2011-07-05 11:07:41.703","02"
139,"2011-07-09 02:30:00","Ciudad Autónoma de Buenos Aires","Barrio San Telmo","","","","En el interior del local - En el acceso local","Controladores","Agresión física","","Derivado","2011-07-13 12:01:31.073","Call Center","2011-07-10 05:26:24.397","02"
140,"2011-07-10 04:00:00","Buenos Aires","San Isidro","Martinez","Por aspecto físico","","En el interior del local - En el acceso local - En las proximidades del local","Controladores","","Se solicitó asistencia policial","Derivado","2011-07-13 12:00:24.383","Call Center","2011-07-10 05:34:53.500","06"
141,"2011-06-17 23:20:00","Buenos Aires","Quilmes","San F. Solano","Por aspecto físico - Por orientacion sexual","","En el interior del local - En el acceso local","Controladores - Personal de empresas de seguridad","Agresión verbal - Agresión física","Se hizo denuncia policial","Derivado","2011-07-13 11:57:07.590","Página web de RENCAP ","2011-07-13 10:31:58.813","06"
142,"2011-07-17 02:15:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico","","En el acceso local","Controladores","","","Derivado","2011-07-29 12:03:26.353","Call Center","2011-07-18 10:02:30.490","02"
143,"2011-01-07 23:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado","","","Agresión verbal","","Derivado","2011-07-29 12:04:48.987","Página web de RENCAP ","2011-07-18 13:01:01.757","02"
144,"2011-03-18 00:00:00","Ciudad Autónoma de Buenos Aires","Barrio Villa Devoto","","Por aspecto físico","","En el interior del local - En las proximidades del local","Controladores","Agresión verbal - Agresión física","Se solicitó asistencia policial","Derivado","2011-07-29 12:05:43.413","Call Center","2011-07-18 21:26:03.593","02"
145,"2011-07-17 03:00:00","Buenos Aires","Pinamar","Pinamar","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado","En el acceso local","Controladores","","","Derivado","2011-07-25 14:07:16.723","Call Center","2011-07-19 13:34:03.630","06"
146,"2011-06-03 05:00:00","Ciudad Autónoma de Buenos Aires","Barrio Belgrano","","","","En el interior del local","Controladores","Agresión física","Se hizo denuncia policial","Derivado","2011-07-29 12:06:44.160","Call Center","2011-07-21 12:23:37.377","02"
147,"2011-07-17 02:00:00","Buenos Aires","Lomas de Zamora","Banfield","Por indumentaria","","En el acceso local","Controladores","","","Derivado","2011-07-25 14:17:22.280","Call Center","2011-07-21 16:00:57.307","06"
148,"2011-07-23 01:15:00","Ciudad Autónoma de Buenos Aires","Barrio Retiro","","Por aspecto físico","","En el acceso local","Controladores","","","Derivado","2011-07-29 12:07:47.853","Call Center","2011-07-23 20:54:54.583","02"
149,"2011-07-23 05:20:00","Buenos Aires","Quilmes","Quilmes","","","En el interior del local - En el acceso local","Controladores - Policias","Agresión verbal - Agresión física","","Derivado","2011-07-27 12:15:09.977","Call Center","2011-07-23 23:13:30.627","06"
150,"2011-06-06 04:30:00","Buenos Aires","La Matanza","La Tablada","","No exhibe condiciones de adminsión y permanencia - Presencia de menores","","","","","Desestimado","2011-08-08 09:57:17.627","Página web de RENCAP ","2011-07-24 04:52:29.093","06"
151,"2011-07-24 00:30:00","Santa Fé","Rosario","Rosario","","","En el acceso local","Controladores","Agresión verbal - Agresión física","","Derivado","2011-07-25 14:19:38.513","Call Center","2011-07-25 13:41:05.360","82"
152,"2011-07-27 19:40:00","Buenos Aires","General Pueyrredón","Mar del Plata","Por aspecto físico","El personal de control no esta identificado","En el acceso local","Controladores","Agresión verbal - Agresión física","","Derivado","2011-07-28 14:00:03.693","Call Center","2011-07-28 00:22:46.453","06"
153,"2011-07-23 21:00:00","Buenos Aires","Morón","Haedo","Por aspecto físico","","En el acceso local","Controladores","","","Derivado","2011-07-28 14:01:42.457","Call Center","2011-07-28 10:46:38.333","06"
154,"2011-07-24 01:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por indumentaria","El personal de control no esta identificado","En el acceso local","Controladores","","","Derivado","2011-08-02 11:43:54.303","Call Center","2011-07-29 15:50:13.200","02"
155,"2011-07-31 04:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","","","En el interior del local","Controladores","Agresión verbal - Agresión física","","Derivado","2011-08-02 11:45:10.417","Call Center","2011-08-01 11:30:55.277","02"
156,"2011-08-06 03:00:00","Ciudad Autónoma de Buenos Aires","Barrio Almagro","","Por aspecto físico - Racial","El personal de control no esta identificado","En el interior del local - En el acceso local","Controladores","Agresión verbal - Agresión física","","Derivado","2011-08-09 10:20:11.290","Call Center","2011-08-06 15:38:20.543","02"
157,"2011-07-23 04:00:00","Santa Cruz","Río Gallegos","RIO GALLEGOS","Por aspecto físico - Por orientacion sexual - Por indumentaria - Por religion - Por ideologia - Racial","","En el interior del local","Personal de empresas de seguridad - Personas vinculadas a la empresa","Agresión física","","Derivado","2011-08-09 13:06:37.950","Call Center","2011-08-08 00:37:06.577","78"
158,"2011-08-06 12:15:00","Ciudad Autónoma de Buenos Aires","Barrio Constitución","","Por orientacion sexual","","En el interior del local - En el acceso local","Controladores","Agresión verbal","","Derivado","2011-08-09 10:17:05.430","Call Center","2011-08-08 08:56:46.767","02"
159,"2011-07-03 03:30:00","Buenos Aires","Tigre","Tigre","","","En el interior del local","Controladores - Personas vinculadas a la empresa","Agresión verbal","","Derivado","2011-08-09 10:13:57.760","Call Center","2011-08-08 17:07:58.143","06"
160,"2011-08-06 21:30:00","Ciudad Autónoma de Buenos Aires","Barrio Villa del Parque","","Racial","","En el acceso local","Controladores","","","Derivado","2011-08-10 11:03:01.940","Call Center","2011-08-09 14:48:05.637","02"
161,"2011-08-06 03:00:00","Buenos Aires","Quilmes","Quilmes","Por aspecto físico","","En el interior del local","Controladores","Agresión verbal","","Derivado","2011-08-11 13:46:10.673","Call Center","2011-08-10 23:19:41.677","06"
162,"2011-08-13 02:05:00","Ciudad Autónoma de Buenos Aires","Barrio Flores","","Por aspecto físico","El personal de control no esta identificado - Hay mas personas que las permitidas por la habilitación - Presencia de menores","En el acceso local","Controladores","Agresión verbal","","Derivado","2011-08-16 13:05:40.417","Call Center","2011-08-13 09:03:34.740","02"
163,"2011-08-07 06:50:00","Buenos Aires","La Matanza","I. Casanova","","El personal de control no esta identificado - Presencia de menores","En el interior del local","Controladores","Agresión verbal - Agresión física","Se solicitó asistencia policial - Se hizo denuncia policial","Derivado","2011-08-15 13:42:57.180","Call Center","2011-08-13 15:52:29.843","06"
164,"2011-08-12 01:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","","","En el acceso local","Controladores","","","Derivado","2011-08-16 13:09:52.637","Call Center","2011-08-16 10:40:37.813","02"
165,"2011-08-13 18:30:00","Buenos Aires","General San Martín","Barrio San Martín","Por aspecto físico - Por indumentaria","","En el acceso local","Controladores","Agresión verbal","","Derivado","2011-08-16 13:11:59.280","Call Center","2011-08-16 12:59:54.890","06"
166,"2011-08-13 03:50:00","Santa Fé","Tostado","Tostado","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","","","","","Derivado","2011-08-18 12:44:09.160","Call Center","2011-08-17 12:58:35.970","82"
167,"2011-01-08 01:30:00","Ciudad Autónoma de Buenos Aires","Barrio Saavedra","","Racial","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado","En el interior del local - En el acceso local","Personas vinculadas a la empresa","Agresión verbal","","Derivado","2011-09-14 16:27:36.170","Página web de RENCAP ","2011-08-22 17:57:47.957","02"
168,"2011-08-21 02:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Racial","","En el acceso local","Controladores","","","Derivado","2011-09-14 16:29:41.840","Call Center","2011-08-23 10:31:18.780","02"
169,"2011-08-21 05:07:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","","","En el acceso local","Controladores","","","Desestimado","2011-08-29 10:31:27.973","Call Center","2011-08-23 11:16:10.077","02"
170,"2011-08-21 04:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por ideologia","","En el interior del local - En las proximidades del local","Personal de empresas de seguridad - Policias","Agresión verbal - Agresión física","Se solicitó asistencia policial - Se hizo denuncia policial","Derivado","2011-09-14 16:31:58.833","Página web de RENCAP ","2011-08-23 16:21:59.333","02"
171,"2011-05-08 08:30:00","Santa Cruz","Río Turbio","RIO TURBIO","Por aspecto físico - Por orientacion sexual - Por indumentaria - Racial","No exhibe condiciones de adminsión y permanencia","","Controladores - Personas vinculadas a la empresa","Agresión verbal","","Desestimado","2011-09-05 14:27:17.087","Página web de RENCAP ","2011-08-23 17:10:12.807","78"
172,"2011-05-08 08:30:00","Santa Cruz","Río Turbio","RIO TURBIO","Por aspecto físico - Por orientacion sexual - Por indumentaria - Racial","No exhibe condiciones de adminsión y permanencia","","Controladores - Personas vinculadas a la empresa","Agresión verbal","","Desestimado","2011-08-29 10:43:45.377","Página web de RENCAP ","2011-08-23 17:15:41.830","78"
173,"2011-07-24 06:00:00","Buenos Aires","General San Martín","Barrio San Martín","","","En el acceso local","Controladores","Agresión física","Se hizo denuncia policial","Derivado","2011-09-05 11:36:16.677","Call Center","2011-08-25 15:04:53.253","06"
